@relation 'ant-1.7-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R19,21-weka.filters.unsupervised.attribute.Remove-R11,13,15-16'

@attribute version numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute loc numeric
@attribute moa numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute bug numeric

@data
1.7,8,6,0,7,31,16,0,7,4,147,1,3,9,2,1
1.7,2,1,0,6,2,1,6,0,2,2,0,0,0,1,0
1.7,48,4,0,25,112,962,8,19,44,837,4,3,3,7,2
1.7,4,1,1,8,26,6,4,4,2,152,0,0,0,7,0
1.7,7,1,0,4,24,0,0,4,6,186,1,0,0,6,1
1.7,1,5,0,1,4,0,0,1,1,11,0,0,0,0,0
1.7,1,1,0,36,1,0,35,1,1,1,0,0,0,1,0
1.7,4,6,0,4,16,0,0,4,3,52,0,2,2,2,0
1.7,5,4,0,1,9,10,1,0,3,81,0,2,2,5,0
1.7,1,1,0,3,1,0,2,2,1,1,0,0,0,1,0
1.7,1,1,0,4,1,0,2,2,1,1,0,0,0,1,0
1.7,4,1,0,6,4,6,3,4,4,4,0,0,0,1,0
1.7,3,1,0,1,23,1,0,1,3,121,0,0,0,5,0
1.7,2,3,0,3,7,1,0,3,2,25,0,0,0,1,0
1.7,4,1,0,2,7,6,1,1,4,20,0,0,0,1,0
1.7,3,1,0,4,19,1,0,4,2,89,0,0,0,1,0
1.7,2,1,0,1,11,0,1,0,1,47,0,0,0,3,0
1.7,8,3,0,11,33,4,0,11,6,167,4,1,3,5,0
1.7,3,3,0,2,11,3,1,1,3,25,0,2,2,1,0
1.7,3,1,0,38,3,3,38,0,3,3,0,0,0,1,0
1.7,5,4,0,6,17,0,1,6,5,134,0,1,1,1,0
1.7,2,4,0,2,4,1,2,0,2,9,0,0,0,0,0
1.7,14,3,0,9,52,15,1,8,10,468,1,2,2,2,0
1.7,3,2,0,1,5,3,0,1,3,12,0,1,12,1,0
1.7,9,1,0,17,39,10,6,11,8,353,1,0,0,3,1
1.7,1,3,0,6,2,0,6,0,1,5,0,0,0,0,0
1.7,9,1,0,17,23,0,14,3,8,141,1,0,0,4,0
1.7,6,2,0,4,12,0,4,0,6,70,0,1,1,1,0
1.7,2,1,0,20,2,1,18,2,2,2,0,0,0,1,0
1.7,22,4,0,8,46,189,0,8,16,333,0,2,3,8,0
1.7,4,2,0,7,18,6,1,6,3,119,0,0,0,1,0
1.7,7,5,0,3,8,15,2,1,4,34,0,0,0,1,0
1.7,2,1,0,2,3,0,2,0,1,12,0,0,0,1,0
1.7,17,4,0,8,41,104,3,6,14,185,0,2,10,4,0
1.7,19,4,0,19,41,23,5,17,19,319,1,2,4,6,0
1.7,12,1,0,2,21,42,2,1,4,146,0,0,0,1,0
1.7,31,3,0,15,109,365,0,15,27,778,2,1,3,22,1
1.7,15,2,0,6,43,95,1,5,15,202,1,1,1,2,0
1.7,1,1,0,2,1,0,2,0,1,1,0,0,0,1,0
1.7,28,3,0,18,132,130,3,15,19,1139,2,3,5,6,3
1.7,6,1,0,3,14,0,2,1,6,58,0,0,0,1,0
1.7,3,1,0,3,3,3,2,1,3,3,0,0,0,1,0
1.7,11,1,0,4,36,51,4,0,8,314,0,0,0,4,1
1.7,25,3,1,35,39,0,9,26,25,189,0,1,1,1,0
1.7,1,3,0,1,2,0,1,0,1,5,0,0,0,0,0
1.7,1,1,0,4,1,0,3,2,1,1,0,0,0,1,0
1.7,2,2,0,6,20,1,1,5,2,80,0,1,1,1,0
1.7,7,3,0,3,16,13,0,3,6,55,0,0,0,2,0
1.7,4,2,0,6,14,0,1,6,3,96,1,1,3,5,0
1.7,10,1,0,5,18,21,5,0,8,182,0,0,0,7,1
1.7,3,4,0,4,10,0,0,4,3,55,0,1,1,1,0
1.7,7,4,0,6,28,21,0,6,6,92,0,1,1,2,0
1.7,1,1,0,4,1,0,3,1,1,1,0,0,0,1,0
1.7,26,3,1,8,60,225,1,7,20,526,2,0,0,10,1
1.7,32,3,2,16,97,362,2,14,32,941,3,3,3,45,4
1.7,33,1,0,70,121,440,54,22,25,1095,7,0,0,11,0
1.7,29,3,1,18,96,294,2,17,16,796,4,2,2,5,0
1.7,7,5,0,6,31,0,0,6,6,163,0,3,10,5,0
1.7,2,3,0,2,3,1,2,0,2,7,0,1,1,1,0
1.7,11,4,0,6,35,9,0,6,8,217,2,2,2,3,0
1.7,16,1,0,12,75,50,0,12,12,682,1,0,0,9,1
1.7,0,1,0,2,0,0,2,0,0,22,0,0,0,0,0
1.7,2,3,0,1,5,1,0,1,2,17,0,0,0,0,0
1.7,15,1,4,12,53,71,5,8,5,390,2,0,0,18,3
1.7,4,3,0,4,10,2,0,4,4,48,0,0,0,1,0
1.7,9,4,0,7,37,10,1,7,6,323,1,0,0,4,0
1.7,11,4,0,8,38,55,0,8,10,122,0,1,1,2,0
1.7,6,1,0,5,26,15,1,4,0,211,0,0,0,3,0
1.7,2,3,0,7,17,1,1,6,1,108,0,1,3,8,0
1.7,9,5,0,4,28,12,0,4,8,217,0,2,5,1,0
1.7,5,3,0,7,31,4,0,7,4,178,1,2,2,11,0
1.7,13,4,0,4,22,56,0,4,12,298,0,2,2,4,0
1.7,2,4,0,1,5,1,0,1,2,10,0,1,1,1,0
1.7,46,4,0,39,135,17,2,37,40,1100,3,3,5,16,5
1.7,8,2,1,4,18,2,1,3,7,194,0,0,0,4,0
1.7,8,3,0,8,32,0,1,8,8,190,1,1,1,3,0
1.7,38,3,4,16,68,601,4,12,13,534,1,0,0,5,0
1.7,7,1,0,5,12,11,1,4,7,72,0,0,0,5,0
1.7,1,5,0,1,8,0,0,1,1,18,0,0,0,0,0
1.7,2,1,0,6,2,1,4,2,2,2,0,0,0,1,0
1.7,34,3,0,9,106,435,0,9,15,1020,3,2,2,46,1
1.7,5,5,0,2,9,10,0,2,2,24,0,1,2,1,0
1.7,23,1,0,17,126,161,2,17,5,2117,0,0,0,53,4
1.7,10,5,0,7,32,0,1,6,7,221,0,2,5,5,0
1.7,63,3,0,36,267,1715,4,35,36,2328,9,2,4,21,5
1.7,6,4,5,64,17,15,59,5,5,67,0,3,4,2,0
1.7,4,1,0,6,18,0,0,6,4,100,1,0,0,3,0
1.7,5,3,0,4,18,0,0,4,5,148,0,0,0,1,0
1.7,60,3,0,35,178,1304,10,25,43,1152,5,1,4,5,2
1.7,10,1,0,5,10,45,4,1,10,10,0,0,0,1,0
1.7,4,4,0,3,14,6,0,3,3,68,0,1,2,2,0
1.7,4,3,0,3,7,0,0,3,4,26,0,0,0,1,0
1.7,3,2,1,4,5,3,1,3,3,11,0,0,0,1,0
1.7,6,3,0,4,24,1,0,4,6,135,0,3,3,1,0
1.7,5,3,0,9,44,8,1,8,3,298,0,1,1,1,1
1.7,6,3,0,7,28,9,2,6,6,261,0,1,1,4,0
1.7,8,3,0,6,36,18,1,6,4,182,1,0,0,1,0
1.7,9,1,0,4,19,14,3,1,9,88,0,0,0,1,0
1.7,4,2,0,4,17,0,0,4,4,57,0,1,1,5,1
1.7,7,3,0,10,46,9,1,9,4,212,0,1,1,4,1
1.7,9,1,0,7,21,16,0,7,9,123,1,0,0,7,0
1.7,9,4,0,9,61,14,0,9,7,586,1,4,4,8,0
1.7,1,1,0,0,2,0,0,0,0,26,0,0,0,0,2
1.7,28,3,0,13,85,248,5,8,24,860,3,1,4,28,0
1.7,3,2,0,10,23,3,1,9,2,145,0,0,0,10,0
1.7,3,4,0,3,9,3,0,3,3,33,0,0,0,4,0
1.7,10,3,0,6,38,9,0,6,10,260,1,3,3,16,3
1.7,6,3,0,5,22,7,1,4,4,98,0,2,4,2,0
1.7,0,1,0,4,0,0,2,2,0,0,0,0,0,0,0
1.7,9,3,0,8,38,14,1,8,7,345,0,3,5,3,0
1.7,5,4,0,7,27,4,0,7,4,109,0,2,3,2,0
1.7,12,4,0,6,45,66,0,6,11,173,0,1,1,5,0
1.7,1,1,0,3,1,0,2,1,1,1,0,0,0,1,0
1.7,22,4,0,25,172,151,1,25,10,1224,2,1,1,12,4
1.7,4,2,0,9,22,6,1,8,4,130,0,0,0,1,2
1.7,20,4,0,9,56,150,0,9,15,455,2,0,0,6,2
1.7,25,5,1,14,91,196,3,13,16,800,1,0,0,6,1
1.7,13,3,0,10,36,20,0,10,9,369,1,1,1,6,0
1.7,3,2,0,6,15,3,0,6,2,50,0,0,0,1,0
1.7,10,1,1,6,26,41,1,5,5,129,1,0,0,3,0
1.7,7,1,1,6,8,3,6,0,7,43,0,0,0,1,0
1.7,40,5,0,30,121,622,6,24,36,1031,6,2,4,21,2
1.7,3,2,0,3,36,3,1,2,1,241,0,1,2,18,1
1.7,25,2,7,27,38,0,8,22,21,198,0,0,0,2,0
1.7,26,4,0,4,34,203,0,4,26,399,0,1,1,1,0
1.7,6,1,0,4,15,15,3,1,5,125,0,0,0,1,1
1.7,20,4,0,7,52,154,0,7,19,377,0,2,2,6,0
1.7,11,3,0,9,54,15,1,8,10,493,1,1,1,1,3
1.7,2,1,0,2,9,0,0,2,2,74,1,0,0,1,0
1.7,4,4,0,7,19,6,0,7,4,74,0,0,0,2,0
1.7,17,1,0,13,73,82,8,6,10,598,0,0,0,3,7
1.7,4,1,0,14,27,4,1,13,1,221,0,0,0,3,0
1.7,9,3,0,0,16,34,0,0,8,60,0,1,1,2,0
1.7,14,5,0,12,41,29,6,6,13,377,2,1,4,9,0
1.7,14,5,0,14,69,25,1,14,14,492,2,1,1,17,0
1.7,6,4,0,7,16,9,1,6,5,72,1,0,0,3,0
1.7,31,4,4,29,104,347,4,25,20,1270,5,3,9,19,2
1.7,21,3,0,12,61,144,1,12,15,507,3,2,2,4,0
1.7,35,1,0,8,73,353,6,2,34,776,0,1,1,4,1
1.7,4,1,0,2,17,6,1,1,3,127,0,0,0,6,0
1.7,4,1,0,5,7,4,3,2,4,35,1,0,0,2,0
1.7,7,2,0,4,21,3,2,4,7,108,0,1,1,2,0
1.7,8,3,0,6,27,0,0,6,8,141,0,1,1,1,0
1.7,7,1,0,3,15,21,2,1,7,66,0,0,0,1,0
1.7,4,1,0,4,8,4,0,4,3,45,1,0,0,1,0
1.7,2,1,0,0,3,0,0,0,1,12,0,0,0,1,0
1.7,7,1,0,3,22,0,3,1,6,112,0,0,0,4,1
1.7,12,4,0,8,41,66,0,8,11,130,0,1,1,2,0
1.7,3,3,0,3,5,1,0,3,2,14,0,0,0,1,0
1.7,2,2,0,5,4,1,4,1,2,10,0,0,0,0,0
1.7,2,3,0,3,7,1,1,3,2,23,0,0,0,1,0
1.7,31,1,0,81,71,311,78,5,27,644,0,0,0,16,2
1.7,2,5,0,3,3,0,2,1,2,13,0,0,0,1,0
1.7,9,4,0,6,25,18,0,6,8,120,0,1,1,4,0
1.7,2,1,0,4,2,1,3,2,2,2,0,0,0,1,0
1.7,20,3,0,9,46,160,0,9,17,206,0,1,1,2,2
1.7,27,3,2,25,41,321,2,23,27,191,0,0,0,4,1
1.7,5,4,0,10,27,2,0,10,3,146,1,2,5,5,0
1.7,2,2,0,6,13,1,1,5,2,66,0,0,0,1,0
1.7,2,2,0,10,22,1,1,9,2,163,0,0,0,1,0
1.7,4,4,0,4,13,0,0,4,4,81,0,1,1,1,0
1.7,10,5,0,5,25,0,1,4,6,251,1,2,4,5,0
1.7,39,1,0,25,150,625,8,21,24,1561,1,0,0,27,6
1.7,4,3,1,3,5,4,1,2,4,17,0,0,0,1,0
1.7,10,4,0,6,32,41,1,5,9,134,0,1,6,3,0
1.7,31,5,2,24,152,349,2,22,13,1413,8,4,16,7,6
1.7,42,4,0,15,92,753,3,13,36,707,4,3,3,5,0
1.7,10,1,0,3,11,15,3,0,10,154,0,1,1,4,1
1.7,16,1,3,6,40,80,3,3,10,254,2,0,0,3,0
1.7,9,2,1,2,23,0,2,0,9,246,0,1,2,1,0
1.7,9,5,0,15,34,4,6,9,9,266,0,1,4,11,0
1.7,14,3,0,6,34,65,0,6,14,378,1,1,1,2,0
1.7,15,3,3,10,47,39,4,6,11,310,0,2,5,7,1
1.7,1,6,1,3,2,0,2,1,1,4,0,0,0,0,0
1.7,3,1,0,4,7,3,1,3,3,17,0,0,0,1,0
1.7,29,3,7,89,59,328,85,5,27,471,0,3,4,6,0
1.7,6,4,0,7,29,0,0,7,5,195,0,0,0,1,0
1.7,10,3,0,5,41,21,0,5,5,214,0,0,0,2,0
1.7,5,3,0,8,26,10,1,8,3,144,0,0,0,6,0
1.7,3,1,0,0,7,0,0,0,3,19,0,0,0,1,0
1.7,6,3,0,5,17,5,0,5,5,94,0,0,0,1,0
1.7,42,3,4,19,107,739,4,15,33,898,2,0,0,10,1
1.7,7,1,0,12,46,21,4,8,0,264,0,0,0,9,0
1.7,4,6,0,4,16,0,0,4,3,52,0,2,2,2,0
1.7,15,4,3,499,30,0,498,1,15,153,1,1,3,2,0
1.7,18,3,0,12,80,61,1,12,12,549,2,0,0,8,4
1.7,3,1,0,2,5,3,2,0,3,19,0,0,0,1,0
1.7,9,1,59,62,22,28,61,1,8,130,0,0,0,5,0
1.7,6,2,0,15,56,13,1,14,3,280,1,0,0,5,0
1.7,14,3,0,7,43,57,0,7,10,386,1,0,0,2,0
1.7,34,3,0,12,86,0,2,10,27,822,1,1,1,4,0
1.7,10,2,0,6,26,9,2,4,7,156,1,1,1,3,0
1.7,3,1,0,1,5,3,1,0,3,24,0,0,0,4,0
1.7,3,2,0,4,6,0,1,3,3,34,0,0,0,2,0
1.7,25,1,0,10,53,224,1,9,17,460,1,0,0,5,1
1.7,2,1,0,6,23,1,3,4,2,265,0,0,0,1,0
1.7,1,1,0,13,1,0,11,2,1,3,0,0,0,1,0
1.7,5,4,0,5,18,10,0,5,4,81,0,1,2,3,0
1.7,16,1,0,8,76,0,3,5,16,616,1,1,1,8,1
1.7,2,1,0,6,4,1,4,2,2,8,0,0,0,1,0
1.7,28,4,0,20,78,142,1,20,26,503,1,2,2,3,0
1.7,31,3,0,19,107,391,0,19,28,977,5,3,3,3,0
1.7,27,2,0,6,46,53,3,3,4,2106,2,1,2,9,1
1.7,3,2,0,8,24,3,1,7,2,116,0,0,0,4,0
1.7,25,3,0,18,91,218,0,18,18,671,2,1,1,10,0
1.7,25,2,0,18,117,230,2,17,14,877,0,1,4,5,2
1.7,7,2,0,11,74,15,0,11,2,487,0,2,4,13,4
1.7,21,4,0,7,45,168,0,7,16,302,0,2,3,7,0
1.7,6,1,0,1,16,11,1,0,2,202,0,0,0,1,0
1.7,13,1,0,24,82,22,5,19,13,552,4,0,0,6,0
1.7,8,2,0,5,19,8,0,5,7,165,0,0,0,2,0
1.7,1,1,0,1,13,0,1,0,0,115,0,0,0,0,0
1.7,5,4,0,3,17,10,0,3,4,87,0,1,2,3,0
1.7,2,1,0,4,2,1,4,0,2,2,0,0,0,1,0
1.7,12,2,0,8,41,48,1,7,9,203,0,1,1,7,0
1.7,8,3,0,2,40,10,0,2,8,281,0,1,1,4,0
1.7,26,3,0,12,85,217,7,7,19,811,1,2,3,7,2
1.7,6,2,0,6,16,1,5,3,6,84,0,1,1,2,0
1.7,6,1,0,3,25,0,1,2,6,135,0,0,0,4,0
1.7,1,1,0,3,1,0,3,0,1,1,0,0,0,1,0
1.7,3,1,0,4,19,0,1,3,2,101,0,0,0,1,0
1.7,1,2,1,3,2,0,2,1,1,4,0,0,0,0,0
1.7,4,4,0,4,14,0,0,4,4,108,0,3,3,1,0
1.7,4,3,0,3,18,4,0,3,3,147,0,1,1,1,0
1.7,5,2,0,9,25,4,1,8,3,137,0,0,0,2,0
1.7,7,1,1,6,9,15,6,0,7,42,0,0,0,1,0
1.7,2,5,0,4,3,0,3,1,2,13,0,0,0,1,0
1.7,20,3,0,18,70,136,1,18,13,515,5,0,0,7,2
1.7,3,3,0,4,11,0,0,4,3,35,1,0,0,2,0
1.7,7,5,0,4,23,0,1,3,5,150,0,2,5,4,0
1.7,11,3,0,6,53,23,0,6,9,380,1,1,1,1,1
1.7,11,3,0,10,39,0,0,10,11,247,1,1,1,2,0
1.7,17,4,0,8,32,16,0,8,16,140,2,1,1,1,0
1.7,8,1,0,5,16,6,5,0,7,284,0,0,0,13,0
1.7,28,3,0,17,105,344,7,12,13,874,4,1,1,9,0
1.7,4,1,0,8,14,6,1,7,3,79,0,0,0,2,0
1.7,8,1,0,2,9,0,2,0,0,1107,0,0,0,3,0
1.7,5,2,0,10,34,10,1,9,2,171,0,0,0,7,0
1.7,3,4,0,5,20,3,0,5,1,71,0,2,4,3,0
1.7,7,1,0,1,11,7,1,0,7,105,0,0,0,7,0
1.7,8,1,2,4,17,16,3,2,7,89,0,0,0,6,0
1.7,7,2,1,6,21,0,2,5,4,90,0,0,0,3,0
1.7,12,1,1,8,31,46,2,6,12,223,0,0,0,1,0
1.7,42,1,0,24,109,653,6,19,30,1212,3,0,0,40,2
1.7,10,1,0,8,11,15,8,0,10,121,0,1,1,4,1
1.7,8,1,0,9,13,12,8,1,8,109,0,0,0,3,0
1.7,1,1,0,14,1,0,13,1,1,1,0,0,0,1,0
1.7,3,5,0,7,14,3,6,2,3,52,0,1,1,3,0
1.7,3,2,0,10,16,3,0,10,2,105,0,0,0,2,0
1.7,2,1,0,4,2,1,3,2,2,2,0,0,0,1,0
1.7,64,5,3,15,111,1836,3,12,38,888,1,2,3,6,0
1.7,12,1,0,9,46,34,0,9,11,386,0,0,0,3,0
1.7,3,3,0,3,10,0,0,3,3,32,0,0,0,1,0
1.7,59,3,3,38,121,1145,9,29,57,1035,2,2,3,8,3
1.7,7,2,0,4,21,3,2,4,7,108,0,1,1,2,0
1.7,14,1,0,5,14,91,5,0,14,14,0,0,0,1,0
1.7,4,1,0,5,4,6,2,3,4,4,0,0,0,1,0
1.7,13,3,0,7,52,48,0,7,7,355,1,1,1,2,0
1.7,23,1,0,15,56,191,11,4,16,850,7,0,0,11,0
1.7,4,1,0,8,5,6,7,1,4,16,0,0,0,1,0
1.7,13,1,0,12,32,70,10,2,9,155,1,0,0,2,0
1.7,2,2,0,1,6,1,0,1,1,20,0,1,1,1,0
1.7,42,3,21,47,98,0,21,26,40,327,1,2,2,6,0
1.7,33,1,6,22,135,316,7,15,10,1367,5,0,0,10,0
1.7,2,2,0,8,21,1,1,7,2,167,0,0,0,1,2
1.7,8,4,0,16,25,28,13,3,5,122,0,1,1,6,0
1.7,30,1,0,10,104,429,2,9,5,1038,0,0,0,9,3
1.7,7,2,2,2,15,0,2,0,5,143,0,1,1,1,0
1.7,12,5,0,3,39,58,1,2,11,213,0,0,0,2,1
1.7,13,3,0,8,26,0,0,8,12,98,2,1,1,1,1
1.7,4,1,0,11,18,6,1,10,2,97,0,0,0,1,0
1.7,8,3,1,10,45,2,1,9,8,336,1,2,2,2,1
1.7,12,3,0,11,28,36,5,6,10,214,2,1,1,1,0
1.7,5,2,0,7,14,0,6,3,5,51,0,1,1,1,0
1.7,9,1,1,8,21,22,1,7,7,135,0,0,0,4,0
1.7,4,2,0,4,8,0,1,3,4,37,0,0,0,3,0
1.7,2,4,0,4,8,1,0,4,2,25,0,1,1,1,0
1.7,16,4,0,19,56,60,5,16,14,362,2,3,3,2,0
1.7,15,1,2,7,24,77,2,5,13,109,2,0,0,2,0
1.7,2,4,0,3,4,1,1,2,1,12,0,1,1,1,1
1.7,11,1,0,150,26,41,149,1,9,134,2,1,1,4,0
1.7,9,6,0,12,28,6,4,8,4,143,0,5,18,4,0
1.7,4,4,0,5,26,6,0,5,1,129,0,3,5,5,0
1.7,9,3,0,3,20,34,1,2,9,177,1,1,3,4,0
1.7,28,1,0,11,52,282,7,4,28,300,3,0,0,3,0
1.7,10,1,1,6,20,39,1,5,7,129,0,0,0,4,0
1.7,3,2,0,5,16,3,0,5,2,95,0,0,0,2,0
1.7,36,3,0,12,111,528,0,12,32,1006,0,2,2,3,0
1.7,15,3,0,5,42,69,3,2,15,538,2,2,8,1,1
1.7,3,5,1,9,14,3,8,2,3,52,0,1,1,3,0
1.7,1,1,0,22,1,0,21,1,1,1,0,0,0,1,0
1.7,2,3,0,3,7,1,1,3,2,23,0,0,0,1,0
1.7,18,5,0,11,60,39,0,11,16,305,1,4,7,4,1
1.7,7,5,0,15,32,1,6,9,7,209,2,1,4,9,0
1.7,6,5,0,4,13,9,0,4,2,70,0,1,2,1,0
1.7,13,3,0,9,41,48,1,8,7,285,0,2,3,1,0
1.7,13,3,0,11,40,0,3,9,10,289,0,2,3,4,0
1.7,4,2,0,6,14,2,1,5,4,68,1,0,0,1,1
1.7,17,2,0,17,85,74,7,16,4,461,5,1,1,1,1
1.7,14,1,0,16,86,41,3,14,8,451,2,0,0,3,0
1.7,3,2,0,6,32,3,0,6,1,185,0,1,2,12,0
1.7,1,1,0,4,1,0,4,0,1,1,0,0,0,1,0
1.7,7,1,0,2,36,0,2,1,5,335,1,0,0,9,0
1.7,2,4,0,2,5,1,0,2,1,11,0,1,1,1,0
1.7,5,5,0,3,19,4,1,2,4,107,0,2,5,1,0
1.7,5,1,2,8,13,10,2,6,2,53,0,0,0,1,0
1.7,3,1,0,6,4,3,6,0,3,20,0,0,0,2,0
1.7,16,1,3,14,26,82,12,2,9,183,1,0,0,2,1
1.7,18,3,0,8,52,101,2,8,9,519,2,0,0,7,1
1.7,3,3,0,3,8,1,2,1,3,49,1,0,0,4,0
1.7,3,2,1,8,43,3,2,6,1,250,0,1,1,9,1
1.7,7,1,0,6,25,1,1,5,6,104,0,0,0,3,0
1.7,25,1,10,26,103,134,10,16,3,1167,9,0,0,29,2
1.7,18,3,2,10,43,61,2,8,16,184,1,0,0,1,0
1.7,16,1,0,9,39,82,4,5,14,297,0,0,0,8,0
1.7,3,3,0,2,11,3,1,1,3,25,0,2,2,1,0
1.7,3,4,0,6,22,3,0,6,1,82,0,2,4,3,0
1.7,35,3,0,13,93,519,4,9,25,807,3,0,0,7,1
1.7,4,3,0,4,16,0,1,4,4,46,0,2,3,1,0
1.7,2,3,0,3,4,0,1,2,1,14,1,1,1,1,0
1.7,10,3,6,9,20,21,7,2,5,146,1,1,2,1,0
1.7,7,4,0,9,22,21,4,5,6,103,0,3,5,3,0
1.7,3,2,0,7,18,3,1,6,1,82,0,1,2,1,0
1.7,4,4,0,10,20,2,0,10,4,112,1,1,1,4,0
1.7,4,1,0,8,14,6,1,7,3,79,0,0,0,2,0
1.7,12,2,2,8,25,0,2,6,10,91,2,1,1,2,1
1.7,32,2,1,16,140,400,3,14,23,1196,2,1,5,28,1
1.7,6,4,0,7,27,0,2,5,4,169,0,3,7,6,0
1.7,10,1,1,4,23,0,4,0,10,298,0,0,0,6,0
1.7,1,1,0,23,1,0,23,0,1,1,0,0,0,1,0
1.7,23,4,0,6,64,213,2,4,18,409,1,2,13,6,0
1.7,6,4,0,9,32,9,0,9,3,182,1,1,1,3,2
1.7,14,1,0,10,45,3,0,10,12,459,0,0,0,6,0
1.7,39,1,0,26,154,449,13,16,26,1711,3,0,0,13,0
1.7,25,1,0,20,71,182,12,9,22,515,1,0,0,11,1
1.7,5,1,0,1,19,0,1,0,3,108,0,0,0,3,0
1.7,4,4,0,9,36,0,0,9,3,179,1,0,0,6,1
1.7,15,2,1,7,49,75,2,5,9,402,0,1,1,1,1
1.7,23,4,0,13,96,181,0,13,16,856,1,0,0,5,5
1.7,18,1,2,24,68,151,18,8,17,386,0,0,0,4,1
1.7,8,1,0,7,33,0,0,7,8,305,0,0,0,5,1
1.7,18,5,0,14,44,77,2,12,16,331,3,2,8,6,0
1.7,24,3,2,14,65,222,2,12,13,348,3,0,0,4,0
1.7,6,2,0,5,23,9,1,5,3,160,0,2,3,4,0
1.7,6,3,0,6,33,3,0,6,6,292,1,0,0,14,2
1.7,3,4,0,4,11,0,0,4,3,53,0,1,1,1,0
1.7,92,3,0,34,261,3726,8,34,81,2704,11,2,2,15,4
1.7,6,3,6,10,10,3,7,3,6,46,0,0,0,3,0
1.7,7,3,5,9,26,0,5,4,6,141,0,1,3,3,0
1.7,5,2,0,8,34,8,1,7,3,216,0,0,0,11,1
1.7,2,1,0,2,18,0,0,2,2,83,0,0,0,6,0
